n,p,k,ph,humidity,temperature,pump,total_nutrients,temp_ph_interaction,yield_ton_ha,irrigation_volume_l_m2,fertilizer_kg_ha,humidity_range,ph_range,temperature_range,source
1,1,1,7.17,67.3,18.2,0,3,130.17,1.784,0.0,21.63,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.39,67.8,26.3,0,3,141.76,2.561,0.519,21.71,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,5.92,57.2,14.9,1,3,88.21,0.845,0.642,13.85,adequada,acido,baixa,synthetic_agronomic_soy
0,1,1,7.14,41.7,33.5,1,2,239.06,0.918,4.36,54.87,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,6.38,26.9,35.8,1,2,228.44,0.0,6.733,23.48,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.32,61.7,38.8,1,3,206.58,0.699,2.75,18.4,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,5.99,18.6,38.6,0,2,230.98,0.0,11.838,40.58,critica,acido,estresse,synthetic_agronomic_soy
0,1,0,6.68,81.0,22.1,0,1,147.83,1.922,0.194,57.87,excesso,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.72,48.7,19.6,1,1,151.58,0.391,2.053,87.83,baixa,alcalino,ideal,synthetic_agronomic_soy
0,1,0,6.79,48.2,38.9,0,1,263.94,0.682,6.681,59.55,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,4.85,41.2,16.4,0,2,79.42,0.156,3.943,69.08,baixa,acido,baixa,synthetic_agronomic_soy
0,0,0,6.92,92.5,13.8,0,0,95.29,0.123,1.223,91.33,excesso,alcalino,baixa,synthetic_agronomic_soy
1,1,0,5.55,29.0,21.4,1,2,118.98,0.633,3.894,48.02,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,7.39,27.1,34.8,0,2,257.12,0.647,9.38,36.5,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.95,28.2,32.8,1,2,195.37,0.394,6.152,41.85,critica,acido,estresse,synthetic_agronomic_soy
1,0,0,5.4,67.7,41.6,0,1,224.65,0.168,3.72,88.56,adequada,acido,estresse,synthetic_agronomic_soy
1,1,0,6.2,94.4,22.8,0,2,141.36,0.985,0.0,32.04,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.57,33.8,20.3,0,3,112.84,0.322,3.258,24.27,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,5.51,87.4,23.3,0,3,128.58,1.342,0.0,23.61,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,6.52,37.3,35.5,0,2,231.24,1.014,7.272,27.16,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,7.1,66.8,18.4,0,2,130.88,0.908,0.927,41.87,adequada,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.3,18.2,40.4,1,3,295.35,0.0,9.839,24.33,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,5.99,54.7,27.4,1,2,164.07,4.254,1.683,42.01,baixa,acido,ideal,synthetic_agronomic_soy
1,1,1,5.0,67.4,35.5,0,3,177.49,0.694,2.571,29.45,adequada,acido,estresse,synthetic_agronomic_soy
0,0,0,6.25,57.9,36.8,0,0,230.18,1.189,4.434,80.24,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.1,34.0,26.4,0,2,160.86,0.611,4.266,40.41,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.39,81.3,34.2,0,1,184.59,0.838,1.851,86.61,excesso,acido,estresse,synthetic_agronomic_soy
1,0,1,7.49,92.6,22.9,0,2,171.79,0.747,0.333,56.01,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,7.72,51.7,36.3,1,2,280.54,0.468,4.789,48.19,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,0,4.96,65.9,36.7,0,1,181.94,0.117,2.814,102.01,adequada,acido,estresse,synthetic_agronomic_soy
0,0,0,7.19,78.2,29.0,0,0,208.33,1.552,1.395,110.46,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,0,6.74,34.3,18.5,0,1,124.94,0.175,4.12,63.41,critica,ideal,ideal,synthetic_agronomic_soy
0,1,1,5.58,84.2,41.1,0,2,229.55,0.0,3.83,45.03,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,6.71,37.4,40.4,1,3,270.96,0.467,6.658,7.27,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,5.19,77.1,30.6,0,3,158.66,1.558,1.264,29.05,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,5.01,24.0,41.5,0,2,207.92,0.0,12.413,62.28,critica,acido,estresse,synthetic_agronomic_soy
0,0,1,7.78,38.1,27.1,1,1,210.73,0.019,4.0,100.21,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.71,57.7,23.3,1,1,156.08,2.897,1.65,59.51,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,1,5.56,57.0,25.8,1,2,143.52,2.734,0.903,46.59,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.15,83.0,13.4,0,3,82.27,0.212,0.0,8.93,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,0,7.65,94.7,28.5,0,1,217.83,0.632,1.476,91.49,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.12,23.6,32.0,0,1,195.64,0.101,8.49,73.1,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.5,36.7,15.3,1,1,114.66,0.208,3.322,90.42,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,0,7.41,43.6,19.7,1,1,145.67,0.358,1.947,80.35,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.83,53.3,33.6,0,2,196.18,2.069,4.179,34.91,baixa,acido,estresse,synthetic_agronomic_soy
0,0,1,6.89,54.5,35.8,0,1,246.64,1.501,4.357,74.56,baixa,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.78,83.5,41.6,0,2,281.95,0.0,3.354,34.88,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,7.11,76.6,19.6,0,2,139.4,1.321,0.295,51.14,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.9,16.5,37.2,1,2,219.65,0.0,9.412,38.36,critica,acido,estresse,synthetic_agronomic_soy
1,0,0,4.96,51.4,17.2,0,1,85.07,0.076,1.798,100.51,baixa,acido,baixa,synthetic_agronomic_soy
1,0,1,5.31,64.4,15.9,0,2,84.62,0.762,0.886,54.58,adequada,acido,baixa,synthetic_agronomic_soy
0,0,1,6.65,51.8,33.9,0,1,225.26,1.742,4.592,64.77,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,7.13,25.5,25.4,1,2,180.81,0.455,3.145,50.5,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,7.07,46.8,35.8,0,1,253.16,0.926,6.172,76.14,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,1,6.55,47.9,20.5,1,3,134.15,2.327,2.503,6.63,baixa,ideal,ideal,synthetic_agronomic_soy
0,1,1,5.05,30.0,18.4,1,2,92.98,0.279,4.227,54.5,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,4.85,75.5,28.5,0,1,138.1,0.149,0.609,104.52,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,7.15,40.7,15.5,0,2,110.48,0.334,3.846,47.52,baixa,alcalino,baixa,synthetic_agronomic_soy
1,0,0,6.45,62.1,20.4,0,1,131.3,2.176,1.164,56.13,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.15,56.3,17.0,1,1,121.43,0.841,0.933,66.49,adequada,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.29,85.2,21.6,0,3,114.24,0.757,0.0,16.11,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,6.02,24.8,35.0,1,1,210.57,0.177,7.088,68.47,critica,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.56,24.1,15.6,0,3,118.07,0.044,5.409,27.23,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,5.31,39.0,30.4,0,2,161.34,0.635,5.546,58.26,critica,acido,ideal,synthetic_agronomic_soy
0,0,0,4.98,49.5,29.5,0,0,147.26,0.475,3.577,132.09,baixa,acido,ideal,synthetic_agronomic_soy
1,0,0,6.76,38.9,28.1,0,1,190.26,1.316,4.874,60.82,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.58,76.1,26.5,0,1,174.65,2.719,0.0,56.37,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.66,34.6,31.9,1,3,244.35,0.445,5.645,17.09,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.52,21.8,37.6,0,2,282.39,0.0,10.345,57.73,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,7.05,48.1,16.9,0,1,118.84,0.0,2.595,84.98,baixa,alcalino,baixa,synthetic_agronomic_soy
0,1,1,4.86,76.9,36.4,0,2,176.93,0.758,1.975,67.65,excesso,acido,estresse,synthetic_agronomic_soy
1,1,0,6.24,83.0,13.8,0,2,86.4,0.251,0.0,28.33,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,0,7.49,73.7,26.5,0,1,198.17,1.368,0.0,88.78,adequada,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.1,59.6,27.3,0,1,166.82,3.28,1.183,64.29,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.69,72.9,17.9,0,1,137.8,0.339,0.096,85.91,adequada,alcalino,baixa,synthetic_agronomic_soy
1,1,0,6.76,69.5,14.7,0,2,99.27,0.946,0.0,38.56,adequada,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.13,33.7,14.2,0,2,73.07,0.118,4.504,60.52,critica,acido,baixa,synthetic_agronomic_soy
1,1,1,6.33,59.1,13.1,1,3,83.0,0.464,0.325,0.74,adequada,ideal,baixa,synthetic_agronomic_soy
0,0,0,6.89,76.6,29.2,0,0,201.15,1.935,1.444,110.49,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.0,40.4,16.7,1,2,83.26,0.24,2.635,63.99,baixa,acido,baixa,synthetic_agronomic_soy
0,1,1,5.83,67.3,36.3,0,2,211.55,1.739,1.283,51.83,adequada,acido,estresse,synthetic_agronomic_soy
1,0,0,6.95,53.5,39.0,0,1,270.88,0.595,5.719,68.4,baixa,alcalino,estresse,synthetic_agronomic_soy
0,0,0,5.27,55.3,20.8,0,0,109.49,0.875,1.581,114.83,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,5.85,22.2,16.9,1,3,98.98,0.069,3.848,8.16,critica,acido,baixa,synthetic_agronomic_soy
0,1,0,6.87,68.3,24.3,0,1,166.85,3.577,0.697,75.96,adequada,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.13,84.3,38.4,0,1,274.0,0.297,2.792,74.01,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.36,26.3,24.0,1,1,152.5,0.554,4.068,50.2,critica,ideal,ideal,synthetic_agronomic_soy
0,1,1,7.67,44.3,15.3,0,2,116.98,0.369,3.116,62.74,baixa,alcalino,baixa,synthetic_agronomic_soy
1,1,1,7.58,18.9,41.5,1,3,314.71,0.0,10.204,23.95,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.22,17.4,27.0,1,2,167.89,0.264,4.767,35.54,critica,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.28,94.2,22.3,0,0,117.61,0.097,0.077,118.69,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,7.12,54.5,38.8,1,2,276.27,0.397,4.56,42.07,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.53,43.4,39.8,0,3,220.19,0.186,8.239,27.45,baixa,acido,estresse,synthetic_agronomic_soy
0,0,0,7.33,37.0,26.9,1,0,197.17,0.525,3.043,111.4,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.56,93.4,21.2,0,1,139.11,0.364,0.074,56.67,excesso,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.98,35.2,26.5,1,1,158.4,0.838,3.077,70.84,critica,acido,ideal,synthetic_agronomic_soy
0,0,0,6.47,73.1,18.6,0,0,120.19,1.34,0.063,72.42,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.4,37.7,26.3,0,1,168.58,1.448,4.035,59.71,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.57,20.6,18.9,0,1,143.02,0.0,5.575,100.17,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,0,5.44,69.7,30.7,0,1,166.92,2.031,1.213,89.03,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,7.58,15.1,34.8,1,1,263.91,0.111,7.986,86.33,critica,alcalino,estresse,synthetic_agronomic_soy
0,0,1,4.89,69.1,41.1,0,1,201.06,0.084,2.765,97.56,adequada,acido,estresse,synthetic_agronomic_soy
1,1,1,7.11,35.0,37.3,1,3,264.95,0.652,6.555,15.89,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.56,74.7,14.6,1,3,110.24,0.845,0.0,27.32,adequada,alcalino,baixa,synthetic_agronomic_soy
0,0,0,5.98,76.6,18.3,0,0,109.75,1.001,0.0,106.28,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,5.02,72.9,28.0,0,2,140.29,0.873,0.0,71.75,adequada,acido,ideal,synthetic_agronomic_soy
1,0,1,7.21,17.0,19.7,1,2,142.32,0.154,4.232,48.09,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,0,7.33,71.3,12.4,0,0,91.1,0.0,0.468,112.92,adequada,alcalino,baixa,synthetic_agronomic_soy
0,1,0,5.81,94.2,34.6,0,1,201.24,0.147,1.569,69.83,excesso,acido,estresse,synthetic_agronomic_soy
1,0,0,6.36,34.4,22.7,1,1,144.49,1.064,2.916,60.55,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,7.23,36.9,14.0,1,1,101.07,0.259,3.316,86.25,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.38,80.1,27.3,0,3,146.58,1.584,1.054,22.87,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,6.69,27.8,41.3,1,2,276.28,0.855,8.679,35.45,critica,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.09,67.8,32.4,1,2,197.11,2.929,1.655,46.58,adequada,ideal,estresse,synthetic_agronomic_soy
1,0,0,5.32,75.4,16.8,0,1,89.23,0.598,0.0,91.7,excesso,acido,baixa,synthetic_agronomic_soy
1,0,1,7.29,18.0,27.4,0,2,200.07,0.0,7.334,40.99,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.77,59.3,39.1,1,2,225.49,1.276,3.427,44.1,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,7.6,61.1,13.6,1,2,103.61,0.11,0.933,60.29,adequada,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.51,39.3,31.1,0,2,202.6,1.363,6.12,29.43,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.34,85.1,33.6,0,3,213.38,1.525,0.967,7.55,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,6.07,28.0,33.1,0,3,201.04,0.961,7.848,5.61,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.0,44.1,16.5,0,2,99.06,0.547,2.91,33.42,baixa,acido,baixa,synthetic_agronomic_soy
0,1,0,7.25,82.9,39.2,0,1,284.49,0.436,2.171,78.07,excesso,alcalino,estresse,synthetic_agronomic_soy
0,0,0,6.83,30.3,21.7,0,0,148.05,0.321,4.862,102.08,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.12,80.7,13.6,0,2,96.51,0.206,0.087,39.97,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,1,6.06,21.3,14.5,1,1,87.9,0.0,4.404,63.64,critica,ideal,baixa,synthetic_agronomic_soy
1,1,1,5.58,54.1,25.7,0,3,143.67,2.771,1.931,22.18,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,5.06,21.0,13.2,1,1,66.8,0.0,4.947,89.38,critica,acido,baixa,synthetic_agronomic_soy
1,0,1,7.13,69.2,35.4,0,2,252.31,1.577,2.088,41.79,adequada,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.05,78.2,38.0,0,1,229.59,1.387,2.275,58.15,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,1,6.33,83.0,12.4,0,2,78.47,0.52,0.027,25.4,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,0,6.21,93.5,36.3,0,1,225.35,0.697,2.332,59.15,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.09,68.8,41.4,0,2,252.49,0.442,3.295,34.78,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.85,76.5,12.9,0,2,88.46,0.11,0.0,35.16,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,0,6.63,55.5,33.7,0,0,223.63,1.604,4.661,89.78,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.72,88.0,42.0,0,3,323.87,0.0,3.24,33.85,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.22,66.5,35.9,0,2,187.35,0.697,2.115,60.44,adequada,acido,estresse,synthetic_agronomic_soy
1,0,1,6.52,85.7,27.2,0,2,177.1,2.32,0.0,41.81,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,4.99,33.8,38.5,0,3,192.33,0.0,9.502,27.66,critica,acido,estresse,synthetic_agronomic_soy
1,0,0,7.22,54.7,33.2,0,1,240.1,1.585,4.46,78.47,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.65,73.4,20.8,0,1,138.12,2.134,0.181,64.24,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,0,6.09,31.2,18.7,0,0,113.97,0.17,4.899,92.13,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.21,31.9,27.4,1,3,197.29,0.367,4.344,17.61,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.17,93.2,23.2,0,2,142.96,1.035,0.002,24.52,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.48,49.8,21.9,0,2,120.0,1.113,1.755,49.98,baixa,acido,ideal,synthetic_agronomic_soy
0,1,1,6.22,29.5,17.3,0,2,107.8,0.0,4.575,37.13,critica,ideal,baixa,synthetic_agronomic_soy
1,1,1,5.01,41.5,37.4,1,3,187.26,0.225,5.87,40.04,baixa,acido,estresse,synthetic_agronomic_soy
0,1,1,7.49,46.8,33.2,0,2,248.42,0.718,5.433,63.68,baixa,alcalino,estresse,synthetic_agronomic_soy
0,1,1,6.99,64.8,21.9,0,2,153.42,3.241,0.54,44.04,adequada,alcalino,ideal,synthetic_agronomic_soy
0,0,0,7.08,88.8,19.1,1,0,135.46,0.401,0.0,109.56,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.42,93.9,15.8,0,2,117.62,0.192,0.07,56.26,excesso,alcalino,baixa,synthetic_agronomic_soy
0,1,1,7.17,67.1,15.4,1,2,110.31,0.838,0.121,45.37,adequada,alcalino,baixa,synthetic_agronomic_soy
1,1,1,6.1,71.0,30.8,0,3,187.53,4.513,1.006,1.9,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,1,5.16,40.7,15.3,1,2,78.7,0.0,2.686,61.59,baixa,acido,baixa,synthetic_agronomic_soy
1,1,1,5.92,83.6,40.8,0,3,241.58,0.632,2.534,10.01,excesso,acido,estresse,synthetic_agronomic_soy
0,0,1,7.6,32.4,20.4,0,1,154.89,0.0,4.829,96.26,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.65,23.5,12.8,0,3,97.69,0.026,5.513,15.54,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,7.1,92.9,37.7,0,2,267.52,0.006,2.474,45.43,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,0,5.41,84.1,23.0,0,1,124.66,0.921,0.025,91.65,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,5.38,39.3,22.3,0,2,119.99,0.836,4.302,57.31,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,7.44,69.0,15.6,0,2,115.75,0.667,0.336,50.11,adequada,alcalino,baixa,synthetic_agronomic_soy
0,1,1,5.23,52.4,31.8,1,2,166.24,1.361,3.121,51.99,baixa,acido,ideal,synthetic_agronomic_soy
0,0,1,6.55,40.9,22.8,0,1,149.16,1.322,3.646,60.34,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,0,5.93,37.9,36.7,0,0,217.75,0.561,8.658,103.74,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,5.71,25.9,30.9,0,3,176.42,0.148,7.647,17.85,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.83,58.9,38.4,1,3,262.34,1.144,3.425,10.08,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.68,50.7,30.7,0,2,235.56,0.881,3.923,64.46,baixa,alcalino,ideal,synthetic_agronomic_soy
0,1,1,7.13,56.0,35.4,1,2,252.35,1.691,2.423,48.34,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.26,32.2,32.9,1,1,205.88,0.359,5.621,63.24,critica,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.12,90.1,25.9,0,2,158.43,1.857,0.565,39.91,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.52,66.1,32.7,0,3,245.7,1.617,2.204,22.48,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,1,6.53,87.0,31.9,0,3,208.5,2.208,1.848,0.0,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.29,23.7,12.2,1,3,76.74,0.0,4.477,6.07,critica,ideal,baixa,synthetic_agronomic_soy
1,1,1,6.85,64.8,33.0,0,3,225.72,3.354,2.46,7.31,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,5.51,83.0,19.9,0,2,109.48,0.91,0.356,41.37,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,4.99,41.5,28.3,1,1,141.02,0.419,3.501,105.4,baixa,acido,ideal,synthetic_agronomic_soy
1,1,1,7.37,30.6,15.3,1,3,112.98,0.0,3.433,22.51,critica,alcalino,baixa,synthetic_agronomic_soy
1,0,1,6.62,36.2,12.7,0,2,84.03,0.0,4.004,34.81,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.29,36.8,12.5,0,2,65.94,0.0,3.027,55.82,critica,acido,baixa,synthetic_agronomic_soy
0,0,1,5.69,50.8,16.7,0,1,95.35,0.9,2.945,81.36,baixa,acido,baixa,synthetic_agronomic_soy
1,1,0,7.77,41.1,12.6,1,2,97.87,0.291,2.524,57.2,baixa,alcalino,baixa,synthetic_agronomic_soy
1,0,0,6.7,36.7,16.0,0,1,107.06,0.0,3.578,65.12,critica,ideal,baixa,synthetic_agronomic_soy
1,0,1,6.71,66.9,28.8,0,2,193.03,4.297,0.966,37.43,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.02,19.2,24.0,1,1,120.44,0.0,5.271,100.26,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,7.71,42.2,41.4,0,2,319.24,0.372,8.598,53.44,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.48,70.2,36.3,0,3,271.17,0.882,2.13,26.69,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.44,29.1,16.4,0,2,105.69,0.344,5.746,27.03,critica,ideal,baixa,synthetic_agronomic_soy
0,1,0,5.73,32.7,24.5,0,1,140.36,0.447,4.813,72.9,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,6.89,31.1,24.9,0,1,171.87,0.39,4.558,63.02,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.3,15.1,22.9,1,2,166.91,0.237,4.263,62.57,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.16,52.9,26.9,1,2,192.33,2.705,2.166,47.08,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,0,7.73,18.1,32.1,0,0,248.14,0.0,9.073,130.49,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.71,36.8,31.2,0,2,209.55,1.373,6.397,30.82,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,5.76,94.6,22.7,0,1,130.91,0.414,0.0,67.44,excesso,acido,ideal,synthetic_agronomic_soy
0,1,1,6.29,88.5,33.2,0,2,208.65,0.92,1.631,34.83,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.25,32.2,20.7,0,3,149.94,0.421,4.894,11.93,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.6,39.8,37.1,1,2,207.41,0.512,5.021,55.42,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,5.49,52.1,40.9,1,3,224.89,0.0,4.883,28.93,baixa,acido,estresse,synthetic_agronomic_soy
0,0,0,6.97,82.6,20.8,0,0,145.36,0.545,0.0,99.66,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.13,79.2,35.5,0,2,217.98,1.451,2.012,32.63,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,1,7.25,25.1,36.4,1,2,263.91,0.0,7.702,37.38,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.23,25.0,26.7,1,3,139.79,0.51,4.638,17.0,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,5.81,48.3,14.6,0,1,84.97,0.44,2.34,76.95,baixa,acido,baixa,synthetic_agronomic_soy
0,1,1,5.6,84.6,35.6,1,2,199.43,1.013,0.977,54.96,excesso,acido,estresse,synthetic_agronomic_soy
1,0,1,6.89,85.6,24.2,0,2,166.99,1.956,0.0,36.92,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.08,23.6,18.2,0,2,129.12,0.5,5.617,42.48,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.17,60.9,30.8,0,2,189.97,3.637,2.604,26.13,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,0,6.23,27.5,25.1,1,0,156.53,0.32,3.724,83.99,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.2,69.9,14.6,0,1,76.0,0.0,0.345,98.76,adequada,acido,baixa,synthetic_agronomic_soy
1,0,0,6.91,88.3,41.5,0,1,286.65,0.359,2.926,72.71,excesso,alcalino,estresse,synthetic_agronomic_soy
0,0,1,7.78,51.4,19.3,0,1,150.41,0.673,2.2,88.33,baixa,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.13,21.6,27.3,1,2,194.96,0.391,4.513,49.91,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.47,61.3,32.0,0,2,175.12,1.811,2.429,64.05,adequada,acido,ideal,synthetic_agronomic_soy
0,0,1,6.67,47.7,15.5,1,1,103.06,0.269,2.377,62.11,baixa,ideal,baixa,synthetic_agronomic_soy
1,1,1,5.68,79.9,34.2,0,3,194.32,1.612,2.212,12.4,excesso,acido,estresse,synthetic_agronomic_soy
0,0,1,4.89,42.2,31.4,0,1,153.8,0.091,5.313,104.19,baixa,acido,ideal,synthetic_agronomic_soy
1,1,1,5.34,85.0,26.8,0,3,143.16,1.53,0.673,28.36,excesso,acido,ideal,synthetic_agronomic_soy
1,1,0,5.11,36.9,27.8,0,2,142.25,0.274,5.523,65.71,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,5.39,27.6,40.6,1,3,218.98,0.0,8.04,20.68,critica,acido,estresse,synthetic_agronomic_soy
1,1,0,7.19,39.5,39.3,0,2,282.64,0.773,8.547,46.35,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.68,17.8,15.4,0,3,87.22,0.231,6.341,7.25,critica,acido,baixa,synthetic_agronomic_soy
